Name	Degree	NorDegree
Rhinos	2	11.6996805112
Palmar_Drama	8	0.834504792332
LaClippers	7	0.800638977636
Thunder	7	0.82428115016
Bundesliga	1	0.119488817891
Hawks	6	0.690095846645
HatePolitics	1	2.15463258786
ask	1	0.564217252396
GO	9	1.02044728435
tabletennis	12	1.34696485623
Wizards	1	0.11821086262
Tokusatsu	2	0.0198083067093
DIABLO	2	0.0670926517572
AC_In	1	0.222364217252
Test	1	1.41725239617
Argentina	1	0.11821086262
Soccer	2	0.353993610224
NDS	1	0.0198083067093
C_Sharp	1	0.0108626198083
Lionel_Messi	1	0.11821086262
WomenTalk	3	3.19616613419
ChicagoBulls	3	0.350798722045
Cavaliers	5	0.586581469649
ToS	3	0.0996805111821
BLAZERS	11	1.23258785942
LoL	4	2.79744408946
Raptors	18	1.93226837061
CN_Entertain	7	1.00575079872
Nets	2	0.235143769968
Baseball	5	4.78274760383
Disney	1	0.00766773162939
MiamiHeat	7	0.851118210863
FCBayern	1	0.123961661342
Hearthstone	1	0.349520766773
dreams-wish	1	0.109265175719
ITI	1	0.000638977635783
BVB_09	1	0.11821086262
Tainan	1	1.17252396166
MLB	1	0.68945686901
G-S-WARRIORS	10	1.13738019169
SayLove	1	0.0102236421725
GHIBLI	1	0.00575079872204
ADS	2	0.0115015974441
EAseries	1	0.102875399361
CONCACAF	1	0.11821086262
ManCity	1	0.119488817891
FCBarcelona	3	0.350798722045
RealMadrid	4	0.481150159744
C_Chat	2	2.8249201278
Celtics	2	0.26517571885
iPhone	1	0.254313099042
Gossiping	19	19.1233226837
Atletico	2	0.291373801917
PttEarnMoney	3	9.04856230032
Dreamland	1	0.0504792332268
PokeMon	1	0.0172523961661
FBaseball	1	0.0485623003195
Beauty	1	0.750159744409
gallantry	1	0.0945686900958
LFP	1	0.11821086262
ManUtd	1	0.143130990415
joke	2	1.13865814696
Elephants	3	7.60063897764
NTU	6	0.895207667732
Orl-Magic	1	0.11821086262
BaseballXXXX	5	0.823642172524
PACERS	7	0.809584664537
FAPL	18	2.25431309904
Design	1	0.0683706070288
historia	2	0.336102236422
movie	32	1.67987220447
ONE_PIECE	1	0.145047923323
Hornets	14	1.54440894569
streetfight	3	0.0274760383387
