board	degree	nordegree
TMU_DTbasket	1	142.272727273
TMU935	1	142.272727273
TAKMING	1	142.272727273
NTNU_BEAUTY	1	142.272727273
HealthNutri	1	142.272727273
Chihlee	1	142.272727273
NTUT_Talk	1	86.9444444444
NTUEtalk	1	86.9444444444
USC	1	47.4242424242
NTUST_Talk	1	28.4545454545
ZACTION	1	21.4383561644
