board	degree	nordegree
fireex	9	14085.0
Hate	232	4752.0342999
talk	83	2184.65754813
hiro	1	782.5
PCSH_talk	3	352.125
PC26th318	3	352.125
THU_Talk	6	321.942857143
Mix_Match	2	298.095238095
Lefty	4	217.739130435
Tobacco	1	60.1923076923
BigBanciao	3	47.5844594595
joke	6	31.6161616162
pighead	1	30.6862745098
TNFSH102nd	2	19.9363057325
Dreamland	1	19.8101265823
Buzz_Theater	1	15.65
TaichungBun	3	13.8088235294
Diary	3	9.02884615385
heart	2	7.75712515489
happy	1	4.20698924731
Drama-Ticket	2	2.86106032907
WomenTalk	3	2.81587365054
Gossiping	4	0.836674685913
Wanted	1	0.124920178799
