board	degree	nordegree
sex	91	6853.39238498
money	13	5185.98039216
FishShrimp	13	4722.94642857
MabinogiHero	13	4560.0862069
Contacts	13	4408.08333333
PUBLICISS_PT	4	3577.14285714
Live	26	3457.32026144
Browsers	13	3265.24691358
Google	13	3005.51136364
Windows	13	2518.9047619
IA	52	1968.26046512
Gossiping	185	1789.69944534
Confucianism	6	1522.7027027
Stock	26	1228.7340302
japanavgirls	13	921.550522648
HatePolitics	44	898.529062871
Sangwoo	1	782.5
LeeDongWook	1	782.5
Tech_Job	13	500.918560606
home-sale	13	464.00877193
MenTalk	31	447.475453734
TaiwanDrama	13	217.862438221
Liu	1	130.416666667
Military	6	128.630136986
WomenTalk	20	125.149940024
historia	6	107.11026616
EarthScience	2	88.1690140845
Instant_Food	1	82.3684210526
LoL	13	60.4122887163
Actuary	1	60.1923076923
HateP_Picket	3	51.5934065934
W-Philosophy	1	46.0294117647
hypermall	1	23.0147058824
Insurance	1	20.0641025641
Board-Police	1	17.7840909091
drawing	1	14.9047619048
tax	1	14.7641509434
joke	4	14.051627385
Taoyuan	2	11.5073529412
cookclub	1	10.7191780822
Militarylife	2	9.32935916542
ChungLi	1	7.59708737864
mobilesales	2	5.85594013096
MuscleBeach	1	5.16501650165
Zastrology	1	4.78593272171
MobileComm	2	4.24406779661
movie	2	2.38113351084
Aviation	1	2.20422535211
CrossStrait	1	1.98856416773
Railway	1	1.66489361702
Tainan	1	0.852861035422
Baseball	1	0.209084836339
