board	degree	nordegree
Chat82gether	316	182991.381733
baking	33	20533.5542169
e-shopping	25	3432.01754386
BeautyMarket	52	2535.50629119
foreigner	4	2504.0
forsale	175	2503.82013374
need_student	6	1942.75862069
Vivian	1	1565.0
Boyfriend	1	1565.0
Francais	4	927.407407407
Clothes	58	831.174613199
HelpBuy	37	616.897494961
Aromatherapy	3	440.15625
Chiayi	7	433.248587571
TuCheng	5	379.854368932
car-pool	6	349.937888199
ID_Problem	7	340.822222222
cat	7	307.97188755
Lifeismoney	8	295.457227139
ChungLi	6	273.495145631
travelbooks	2	260.833333333
give	14	257.764705882
Zhongshan	4	219.649122807
dog	5	216.160220994
fatworld	1	195.625
Lawyer	1	195.625
LicenseShop	3	142.272727273
Taoyuan	7	140.965073529
BigPeitou	3	136.747572816
facelift	2	122.745098039
TWICE	8	121.70109356
Hamster	1	120.384615385
mobilesales	9	118.582787652
Wen-Shan	3	108.346153846
Zhongzheng	2	102.62295082
Road_Running	3	98.4965034965
THSRshare	2	88.1690140845
YuanChuang	1	86.9444444444
PttLifeLaw	2	76.3414634146
Drama-Ticket	10	71.5265082267
Test	10	70.5590622182
Romances	1	68.0434782609
FixMyHouse	1	68.0434782609
NewYork	2	65.8947368421
SwimWear	1	65.2083333333
clmusic	1	57.962962963
DC_SALE	3	57.4897959184
points	2	57.4311926606
FongShan	1	52.1666666667
isLandTravel	1	48.90625
NailSalon	1	48.90625
Chemistry	1	48.90625
MakeUp	2	48.1538461538
Office	1	47.4242424242
watch	2	46.7164179104
CNBLUE	1	41.1842105263
BB-Love	1	38.1707317073
Hsinchu	4	37.7108433735
BeautySalon	2	36.8235294118
Daan	2	33.1216931217
San-Ying	1	32.6041666667
PU_Family	1	32.6041666667
Tainan	6	30.7029972752
PingTung	2	28.3257918552
love-vegetal	1	27.9464285714
CYCU_Talk	1	24.0769230769
BigSanchung	2	22.8467153285
HsinChuang	2	22.7636363636
Aquarius	1	22.0422535211
Aries	1	19.5625
ShuangHe	2	18.3040935673
MobileComm	4	16.9762711864
YGFamily	2	15.8883248731
Kaohsiung	4	15.5721393035
Rent_tao	2	14.3577981651
TaichungBun	3	13.8088235294
barterbooks	3	11.5073529412
bicycle	1	11.3405797101
SongShan	1	11.3405797101
hairdo	1	10.8680555556
BabyProducts	3	9.25427069645
BoardGame	1	8.69444444444
e-coupon	2	8.10880829016
GetMarry	1	6.83406113537
SportsShop	1	6.28514056225
Japan_Travel	2	5.97898758357
BigBanciao	1	5.28716216216
WomenTalk	4	5.00599760096
Zastrology	1	4.78593272171
nb-shopping	1	4.65773809524
iPhone	1	3.93216080402
Neihu	1	3.0626223092
BabyMother	1	2.89814814815
home-sale	1	2.74561403509
travel	1	2.2104519774
equal_change	1	2.02196382429
Stock	1	1.81765389082
ask	1	1.77236693092
HardwareSale	1	1.5313111546
MacShop	1	1.4598880597
sex	1	0.827604442094
Gossiping	3	0.470629510826
HatePolitics	1	0.464116251483
Elephants	1	0.131567885666
Wanted	1	0.124920178799
Hate	1	0.0882883899357
