board	degree	nordegree
BaseballNEWS	96048	131833359.015
PttEarnMoney	12142	16292993.1968
KingOne	612	756337.23871
Eason	280	407627.906977
Drama-Ticket	560	224307.129799
Elephants	1104	160357.044136
Rhinos	1310	146679.219006
Plant	119	102601.689815
NCCU	80	91889.9082569
weiyin	276	49385.0207125
LeicesterCFC	59	36318.4333333
NBA	216	24169.6921549
OverWatch	54	21526.1320755
movie	162	15622.6169646
CMWang	138	11108.408498
Lions	138	9506.81339713
Monkeys	138	7022.5871819
SummonsBoard	20	5396.55172414
Gossiping	161	1355.46528335
LoL	57	1161.41731384
Hate	81	579.260126368
Board-Police	5	444.602272727
I.O.I	5	193.688118812
Sub_DigiLife	2	142.272727273
Sub_DigiTech	1	92.0588235294
Paramore	1	92.0588235294
talk	15	71.3525835866
L_LifeInfo	1	68.0434782609
haiku	2	65.2083333333
L_TalkandCha	4	64.8704663212
chicken	1	43.4722222222
SYSOP	1	31.9387755102
Koei	1	20.5921052632
Baseball	5	5.22712090848
forsale	6	2.94326611639
