board	degree	nordegree
Hearthstone	24	1647.97074954
TORIKO	6	1522.7027027
Hunter	9	469.5
AndroidDev	2	417.333333333
ADS	2	347.777777778
Gossiping	70	256.231622561
DC	2	195.625
LoL	23	189.101187757
GHIBLI	1	173.888888889
Hate	39	134.286641092
rabbit	2	115.925925926
DSLR	2	88.1690140845
einvoice	2	64.5360824742
PokeMon	1	57.962962963
joke	8	56.2065095398
FJU	1	52.1666666667
japanavgirls	3	49.0766550523
movie	6	21.4302015976
PttNewhand	1	16.8279569892
car	3	14.2560728745
NCTU_TALK	1	11.8560606061
Test	4	11.2894499549
gallantry	1	10.5743243243
ask	2	7.08946772367
SuperHeroes	1	5.25167785235
talk	4	5.07396149949
MobileComm	2	4.24406779661
Salary	1	2.79464285714
biker	1	2.72173913043
Beauty	1	1.33304940375
NBA	1	0.518040383979
C_Chat	1	0.353992309432
