board	degree	nordegree
NBA	358	66394.1277723
NBA_Film	119	27806.7314931
Spurs	43	11574.74
Baseball	229	10964.6179025
Phillies	10	7825.0
Diamondbacks	10	7825.0
Nationals	4	3130.0
Jeremy_Lin	14	1917.125
NTUSLC	4	1788.57142857
MIN-Twins	4	1788.57142857
Cardinals	1	1565.0
FBaseball	5	514.802631579
I-Lan	6	306.195652174
SportLottery	7	252.253289474
MLB-TW	2	215.862068966
SFGiants	1	195.625
Raptors	18	167.678571429
Headphone	4	157.48427673
FAPL	18	143.724489796
Hornets	14	126.909391808
LoL	18	115.820009137
tabletennis	12	106.907020873
BLAZERS	11	98.1674442716
G-S-WARRIORS	10	87.9213483146
GO	9	79.376956794
MiamiHeat	8	75.1951951952
MysticWiz	2	70.3370786517
LaClippers	7	61.2011173184
PACERS	7	60.5248618785
Thunder	7	59.4457364341
Hawks	6	52.1666666667
CN_Entertain	7	48.7198221093
Hearthstone	4	45.7769652651
Palmar_Drama	6	43.1393568147
Cavaliers	5	42.6198257081
NTU	6	40.2141327623
RealMadrid	4	33.2536520584
ID_Problem	2	27.8222222222
FCBarcelona	3	25.6557377049
ChicagoBulls	3	25.6557377049
japanavgirls	2	21.8118466899
Gossiping	19	18.8774726009
Nets	2	17.0108695652
HsinYi	1	15.8080808081
Celtics	2	15.0843373494
graduate	1	14.2272727273
Mavericks	1	14.0990990991
Atletico	2	13.7280701754
Food	3	11.3497179694
Soccer	2	11.2996389892
Wizards	1	8.45945945946
Orl-Magic	1	8.45945945946
Lionel_Messi	1	8.45945945946
LFP	1	8.45945945946
CONCACAF	1	8.45945945946
BVB_09	1	8.45945945946
Argentina	1	8.45945945946
ManCity	1	8.36898395722
Bundesliga	1	8.36898395722
FCBayern	1	8.06701030928
sex	3	7.44843997885
ManUtd	1	6.98660714286
Elephants	7	6.44682639765
AKB48	1	6.18577075099
HsinChuang	1	5.69090909091
SuperHeroes	1	5.25167785235
MuscleBeach	1	5.16501650165
Taipei	1	3.92230576441
Salary	1	2.79464285714
Japan_Travel	1	1.49474689589
WomenTalk	2	1.25149940024
Kaohsiung	1	0.973258706468
Tainan	1	0.852861035422
Rhinos	3	0.769251774986
Monkeys	1	0.368755890669
