board	degree	nordegree
IA	359	93813.3790698
politics	70	10130.1188904
Military	23	1890.14840183
TW-history	14	1881.8404908
HatePolitics	61	1726.97657177
Redology	1	1565.0
marvel	16	1462.18978102
Agriculture	7	479.28125
Olympics_ISG	8	451.171171171
Ecophilia	7	445.843023256
swim	6	358.853503185
Road	8	323.096774194
sky	6	313.0
Gossiping	76	302.039561615
Oceanography	4	243.106796117
bridge	1	195.625
teeth_salon	2	178.857142857
soul	2	169.189189189
PublicBike	3	165.705882353
RealPlaying	1	156.5
Navy	3	154.78021978
Badminton	4	144.739884393
Bus	5	137.280701754
juniorhigh	3	121.422413793
Jinmen	2	104.333333333
EarthScience	2	88.1690140845
AirForce	2	84.5945945946
MRT	6	81.4161849711
medache	1	71.1363636364
Physics	1	71.1363636364
Suckcomic	3	60.7112068966
Railway	6	59.9361702128
Militarylife	5	58.3084947839
TY_Research	3	51.5934065934
PSY	1	48.90625
Korea_Travel	2	47.0676691729
Soccer	4	45.1985559567
China_travel	2	42.5850340136
Buddha	1	37.2619047619
iPhone	3	35.3894472362
MenTalk	8	29.8006545671
Tennis	2	27.577092511
Notebook	1	23.7121212121
basketballTW	1	22.3571428571
PH-sea	1	22.0422535211
movie	6	21.4302015976
PhD	1	21.1486486486
Aviation	3	19.838028169
Cga	1	18.1976744186
Buddhism	1	16.8279569892
Windows	1	14.9047619048
TAXI	1	13.8495575221
Japan_Travel	3	13.452722063
Nantou	1	13.1512605042
V_ScHooL	1	12.9338842975
PlayStation	2	10.2454991817
FTV	1	8.94285714286
Post	1	6.83406113537
Tainan	2	3.41144414169
historia	1	2.9752851711
Taoyuan	1	2.87683823529
home-sale	1	2.74561403509
PublicIssue	1	2.26156069364
Stock	1	1.81765389082
ask	1	1.77236693092
Kaohsiung	1	0.973258706468
AllTogether	1	0.922759433962
Baseball	2	0.836339345357
Hate	3	0.794595509421
C_Chat	1	0.353992309432
Wanted	1	0.124920178799
