Name	Degree	NorDegree
TAXI	1	0.0722044728435
juniorhigh	3	0.0741214057508
Oceanography	4	0.0658146964856
ID_Problem	2	0.143769968051
Militarylife	4	0.42875399361
Olympics_ISG	7	0.141853035144
Tennis	1	0.145047923323
CrossStrait	4	0.502875399361
Gossiping	5	19.1233226837
tabletennis	1	1.34696485623
japanavgirls	1	0.18338658147
Soccer	3	0.353993610224
BadmintnClub	2	0.00127795527157
Ecophilia	5	0.109904153355
Cga	1	0.0549520766773
Bus	3	0.182108626198
SportsShop	6	0.15910543131
sky	5	0.115015974441
MacShop	1	0.684984025559
Baseball	2	4.78274760383
Korea_Travel	2	0.0849840255591
Softball	1	0.0517571884984
Aviation	4	0.453674121406
Post	1	0.146325878594
Nantou	1	0.0760383386581
Tainan	3	1.17252396166
swim	4	0.100319488818
movie	2	1.67987220447
EarthScience	2	0.0453674121406
MRT	6	0.442172523962
TY_Research	1	0.174440894569
Neihu	3	0.326517571885
Kaohsiung	3	1.02747603834
PH-sea	1	0.0453674121406
Volleyball	1	0.0127795527157
basketballTW	2	0.0447284345048
BabyMother	1	0.345047923323
IA	7	1.37380191693
Railway	6	0.600638977636
Japan_Travel	1	0.669009584665
medache	1	0.0140575079872
Road	7	0.198083067093
TaichungBun	20	0.651757188498
AllTogether	1	1.08370607029
Wanted	1	8.00511182109
China_travel	1	0.0939297124601
AirForce	1	0.0472843450479
TaichungCont	1	0.0460063897764
Jinmen	2	0.038338658147
NTU	1	0.895207667732
Taoyuan	1	0.347603833866
V_ScHooL	1	0.0773162939297
Navy	3	0.0581469648562
PU_Family	1	0.0306709265176
forsale	10	12.2313099042
Agriculture	6	0.102236421725
PublicBike	2	0.0543130990415
