Name	Degree	NorDegree
e-coupon	1	0.493290734824
Japan_Travel	3	0.669009584665
shoes	2	0.0408945686901
SportsShop	1	0.15910543131
BabyMother	2	0.345047923323
ShuangHe	1	0.218530351438
BuyTogether	2	0.613418530351
Interior	4	0.023642172524
BabyProducts	1	0.972523961661
PuzzleDragon	1	0.0683706070288
Test	1	1.41725239617
ASIA-uni	1	0.023642172524
cat	2	0.15910543131
barterbooks	2	0.782108626198
Stock	1	0.550159744409
mobilesales	2	0.683067092652
DirectSales	1	0.0134185303514
Chiayi	2	0.113099041534
WorkinChina	1	0.0223642172524
HsinChuang	1	0.17571884984
Baseball	1	4.78274760383
Road_Running	1	0.0913738019169
give	4	0.760383386581
MacShop	2	0.684984025559
NCHUS	2	0.0607028753994
Diary	2	0.996805111821
THSRshare	3	0.0453674121406
TaichungBun	2	0.651757188498
Tainan	10	1.17252396166
Salary	1	0.357827476038
FJU_RENT	3	0.00511182108626
TuCheng	1	0.0658146964856
forsale	11	12.2313099042
Rent_apart	45	0.109904153355
MakeUp	1	0.0830670926518
Wen-Shan	1	0.0830670926518
I-Lan	1	0.117571884984
Hsinchu	2	0.42428115016
SongShan	1	0.088178913738
Gossiping	8	19.1233226837
Nangang	2	0.0817891373802
BigBanciao	1	0.189137380192
Neihu	1	0.326517571885
Taipei	1	0.254952076677
Clothes	6	4.04728434505
Wanted	10	8.00511182109
Tour-Agency	1	0.0696485623003
TKU_info	2	0.00766773162939
joke	1	1.13865814696
Soft_Job	1	0.0453674121406
NSYSU	3	0.00702875399361
car-pool	2	0.102875399361
Taoyuan	1	0.347603833866
Rent_ya	259	0.205111821086
part-time	1	0.385942492013
rent-exp	1	0.0319488817891
facelift	1	0.0325878594249
CYUT	1	0.029392971246
HardwareSale	1	0.65303514377
HsinYi	1	0.0632587859425
Sijhih	5	0.0741214057508
